filename,Prompt,Class,Colorfulness,Colors,Contrast,File Size
stone_5.png,stone,38,17.74,22820,71.6579002114281,20748
hear_47.png,hear,18,30.68,24279,37.547093535925725,16381
purple_2.png,purple,34,71.25,52734,35.46876469082809,25428
star_92.png,star,37,122.58,29343,38.18445497270413,16333
dog_6.png,dog,8,32.13,32646,40.88503877892797,20264
fish_85.png,fish,13,60.2,45416,39.61080504867888,21513
name_68.png,name,25,20.71,7805,91.7773643520309,15268
hand_9.png,hand,17,35.74,12375,43.65463568328111,10777
drink_71.png,drink,9,5.1,5273,35.44514744158122,14848
stone_33.png,stone,38,13.94,10129,50.874162542656826,18734
sun_54.png,sun,39,2.48,6974,89.89174436585266,42340
nose_68.png,nose,28,1.2,976,65.30457495778276,20940
hear_55.png,hear,18,1.72,2448,71.11603363247062,33512
mountain_63.png,mountain,24,6.59,3477,56.27047072640968,14800
orange_71.png,orange,30,87.23,21432,32.9595694150827,17284
white_39.png,white,45,19.71,40546,82.5074567715766,23104
two_78.png,two,42,46.47,22946,41.98252468677214,11703
one_57.png,one,29,5.03,12309,76.79262825021554,41321
fish_40.png,fish,13,90.67,59190,59.313246170254494,19346
we_66.png,we,44,10.59,7519,34.64442532957744,21071
purple_4.png,purple,34,44.72,25464,42.68987294082263,12844
dog_52.png,dog,8,21.7,31492,53.58064557055013,18828
black_42.png,black,1,14.82,16760,63.474826845852746,17927
come_5.png,come,6,42.29,52306,59.45367503916155,33236
red_10.png,red,35,64.08,35345,48.86646840608434,19461
sun_42.png,sun,39,93.97,57625,60.67592204976787,37488
you_1.png,you,47,30.18,29427,54.51369542988348,23579
mountain_94.png,mountain,24,50.49,35554,43.31520511361391,13634
sun_30.png,sun,39,61.54,20933,72.32762157767482,20405
new_19.png,new,26,59.03,68143,49.70380472402814,22442
ear_52.png,ear,10,1.04,961,77.44963364868524,16495
orange_53.png,orange,30,84.84,27900,33.48071282284477,17412
drink_59.png,drink,9,76.16,60533,79.25810792891853,24078
see_62.png,see,36,28.14,54365,59.075060389278605,28163
knee_89.png,knee,20,27.58,16162,63.901498577446006,10700
knee_46.png,knee,20,28.62,25328,63.46757481804352,14949
one_36.png,one,29,4.52,3819,49.13972326245456,20943
you_28.png,you,47,49.23,51926,40.83375123012764,28989
new_5.png,new,26,1.94,2767,57.93505683357875,29505
grey_28.png,grey,16,1.08,258,2.897289120160856,7862
yellow_20.png,yellow,46,75.94,17468,32.324086438304604,12104
ear_50.png,ear,10,31.69,25219,57.17298582605401,20720
yellow_60.png,yellow,46,38.72,19716,37.85500048901836,19870
one_93.png,one,29,30.38,21589,52.94484967921867,20128
die_89.png,die,7,12.87,8021,94.77977472688406,19675
star_97.png,star,37,16.47,10957,64.55977892990647,16894
water_13.png,water,43,83.27,76795,65.99028008785803,33133
eye_85.png,eye,11,39.17,31353,45.77468227083128,13180
new_11.png,new,26,21.3,16782,33.064144878748024,16978
stone_14.png,stone,38,12.77,10857,53.05216609343517,25465
person_11.png,person,32,39.75,61297,58.32568516462399,23753
louse_9.png,louse,23,17.1,18355,71.26461410327285,15689
one_29.png,one,29,85.5,41640,94.37909889491512,39066
blood_15.png,blood,2,67.08,21417,50.65459848374584,19646
blood_1.png,blood,2,60.09,23220,27.013928413153604,19276
fire_65.png,fire,12,76.79,33529,47.99525322763764,10992
purple_36.png,purple,34,50.46,21935,61.330483419729,15481
horn_46.png,horn,19,24.47,16765,60.20414927585562,12710
bone_83.png,bone,4,19.69,10940,42.455513499010834,17226
we_64.png,we,44,51.77,30144,44.781983627738754,24533
tree_37.png,tree,41,34.84,60715,63.15800697501994,38498
green_24.png,green,15,53.2,42854,50.12542756592249,20713
drink_13.png,drink,9,52.74,28725,46.34753520590089,17148
see_45.png,see,36,34.26,36402,52.56612095559292,15329
eye_47.png,eye,11,69.25,45054,90.1255348669877,22134
you_37.png,you,47,21.63,11369,39.05542350409792,22645
sun_77.png,sun,39,49.3,10146,47.875316951194,13145
hear_54.png,hear,18,27.62,16959,39.45816440427839,15714
eye_69.png,eye,11,46.67,29853,63.33657896472671,14554
person_93.png,person,32,18.78,11364,25.18129901463964,7252
I_65.png,I,0,16.75,23115,49.56027600496586,15897
mountain_96.png,mountain,24,1.45,895,69.7501910425199,21398
fire_36.png,fire,12,95.4,46622,57.12061770326429,24603
night_87.png,night,27,43.58,34252,42.18304749539664,26362
hear_42.png,hear,18,71.99,22876,65.8152985220424,20511
drink_89.png,drink,9,43.85,57503,67.72602145864006,19064
tooth_79.png,tooth,40,16.12,6756,29.830788770929317,15804
liver_11.png,liver,22,59.25,30549,55.521428298399535,26117
nose_67.png,nose,28,18.71,13545,63.03014416469098,12455
drink_34.png,drink,9,102.29,74018,75.80828248597629,38722
orange_33.png,orange,30,94.06,77014,57.0613341085345,45604
water_28.png,water,43,62.87,71000,54.8262843277027,38515
ear_30.png,ear,10,1.37,785,57.09992378044144,16488
hear_52.png,hear,18,42.02,44185,60.29116420969162,21752
drink_41.png,drink,9,47.42,36643,79.07477722913005,23730
white_26.png,white,45,26.8,23942,83.1118167197253,21886
yellow_17.png,yellow,46,68.97,28760,52.8403752389738,13563
path_6.png,path,31,41.73,51179,50.51191115827148,27863
blood_40.png,blood,2,31.32,19886,70.27965449308944,19652
stone_85.png,stone,38,11.15,14976,62.911675544756925,22017
yellow_34.png,yellow,46,93.07,74074,73.3126780018392,48466
ear_45.png,ear,10,44.04,32467,43.4483868708936,13626
I_89.png,I,0,28.23,23866,55.43245064841321,19431
pink_40.png,pink,33,46.82,36595,58.04134227356,15387
stone_32.png,stone,38,5.51,3576,25.11773988316614,8687
die_80.png,die,7,55.31,13371,81.83599513896493,21816
fish_12.png,fish,13,85.11,73691,61.10950348458268,22574
water_11.png,water,43,73.26,54185,70.23528978860104,35819
we_36.png,we,44,66.74,37589,56.55128144730429,23969
purple_69.png,purple,34,68.71,16891,29.370012022007064,14179
come_21.png,come,6,71.82,43959,39.49084379534102,25640
come_6.png,come,6,31.04,47119,44.99025844867852,27578
I_48.png,I,0,7.59,4515,39.07209505970271,26183
see_73.png,see,36,36.94,30153,46.3085943662009,18793
drink_69.png,drink,9,53.04,38707,61.55620822834792,12412
tooth_55.png,tooth,40,22.16,11943,50.76433201703537,8008
fire_14.png,fire,12,84.83,61919,54.55093942762621,27600
red_69.png,red,35,84.82,24076,43.91987519715116,18350
purple_37.png,purple,34,66.77,48116,44.01348991181883,23861
grey_84.png,grey,16,0.83,1186,55.93955476783472,12912
black_22.png,black,1,30.85,18007,75.50176580067678,17346
one_42.png,one,29,65.23,59251,43.221489675767415,19048
see_25.png,see,36,16.52,5281,26.07236377639912,17710
see_3.png,see,36,32.76,43192,31.628685282957857,27214
fire_43.png,fire,12,87.29,52143,39.79494582939297,15968
hear_24.png,hear,18,1.39,689,78.40703456799125,9905
tooth_47.png,tooth,40,36.0,32892,52.17528766530103,13979
black_40.png,black,1,31.19,24242,79.96525447022847,16206
see_90.png,see,36,26.81,18902,33.85476381668219,18567
new_27.png,new,26,33.33,26342,70.48059759082638,16940
blood_86.png,blood,2,69.18,20674,21.13042650852317,18943
drink_57.png,drink,9,67.74,40636,57.60032637484588,25755
drink_5.png,drink,9,55.94,20375,42.3903289807801,18171
fish_65.png,fish,13,45.54,64670,52.07113407337868,26049
tooth_0.png,tooth,40,44.61,15106,71.35728938465525,9571
die_69.png,die,7,1.49,1908,71.11815604546189,37412
tooth_89.png,tooth,40,53.62,32608,63.25108242903392,11492
green_45.png,green,15,45.05,39142,49.65818569414759,35925
horn_70.png,horn,19,23.31,28067,63.02903475359786,17237
star_36.png,star,37,53.5,28122,27.97915293796084,15787
eye_94.png,eye,11,0.95,806,62.22949531732432,15685
path_29.png,path,31,41.26,57708,41.80045593476756,32270
purple_50.png,purple,34,50.31,45331,57.3414063677299,28800
star_67.png,star,37,0.58,776,31.114958912648472,13372
come_54.png,come,6,61.37,28070,58.397823813944,21392
white_37.png,white,45,22.38,16608,65.19514517057877,15348
you_54.png,you,47,18.2,25967,53.26905038818634,27439
bone_39.png,bone,4,3.67,4495,46.53030486075118,9500
white_3.png,white,45,15.99,14280,42.563782639594166,12555
water_83.png,water,43,19.35,25486,42.86518027925852,23129
green_20.png,green,15,37.06,40088,50.21192548078373,38536
new_72.png,new,26,38.05,54209,70.10466836431873,30559
fire_88.png,fire,12,50.13,59748,33.241898874198945,21759
one_51.png,one,29,35.86,59112,60.16468271919258,36139
we_91.png,we,44,14.24,8318,36.959008861755656,13776
path_25.png,path,31,19.36,10096,34.6220513073445,17955
ear_42.png,ear,10,57.7,32028,54.05841361123021,13113
hand_73.png,hand,17,51.98,27788,52.76769199331264,12378
see_64.png,see,36,68.75,67228,32.7022909106826,19909
path_26.png,path,31,27.09,29384,40.14885501783748,26204
mountain_42.png,mountain,24,34.35,33771,55.43483972934149,17063
bone_57.png,bone,4,17.3,20614,57.38827794437738,14588
white_52.png,white,45,1.85,1430,58.17759903069795,24485
fish_84.png,fish,13,96.8,44534,62.58433281402517,20607
name_55.png,name,25,38.03,25998,52.310375220048094,19560
die_12.png,die,7,34.57,21223,74.42079719409384,18871
new_93.png,new,26,39.83,53916,70.91574613282866,28765
ear_29.png,ear,10,30.93,21565,41.73955210038336,11299
path_42.png,path,31,25.18,34343,49.22519819405455,29482
night_72.png,night,27,40.0,40482,69.78331109250944,20549
grey_96.png,grey,16,6.12,4087,40.01488095712443,11271
bone_68.png,bone,4,29.1,12423,46.56789302303084,16629
name_54.png,name,25,23.91,6487,67.5849195616892,14400
we_76.png,we,44,38.03,53426,59.98731259752832,26690
mountain_66.png,mountain,24,31.89,33197,60.54731830621362,26760
new_42.png,new,26,19.27,18595,60.6793140659612,19267
nose_27.png,nose,28,26.61,27597,45.58068413572779,16408
star_91.png,star,37,109.26,43940,41.94710041509954,17628
dog_49.png,dog,8,30.02,37576,65.78223937169093,17240
see_72.png,see,36,21.56,35004,54.31850928198678,17771
nose_42.png,nose,28,38.45,55768,66.33847936031928,28774
hear_67.png,hear,18,33.49,26130,40.40942926870038,22064
dog_33.png,dog,8,29.69,26185,67.83126722406284,24363
one_76.png,one,29,4.61,6427,53.80265932637072,21531
you_95.png,you,47,48.2,54546,76.05381933575349,32735
see_55.png,see,36,22.35,29806,47.98626391678516,29985
two_11.png,two,42,22.33,31527,37.17384251544141,13878
new_23.png,new,26,45.0,63606,60.641188976534565,26580
I_43.png,I,0,79.66,74108,74.72170017217964,33403
you_38.png,you,47,55.73,37966,69.32970863575026,22590
brown_65.png,brown,5,25.84,2245,26.793929332335203,5240
nose_87.png,nose,28,11.77,5763,58.09792244601532,12493
ear_2.png,ear,10,48.16,24853,51.42940064209802,14073
purple_22.png,purple,34,63.0,66122,35.28362361335306,29226
bone_96.png,bone,4,18.87,17752,67.5472300752592,20285
pink_76.png,pink,33,88.67,56439,62.20946801019208,27086
ear_40.png,ear,10,52.95,40059,62.99498339607765,15791
louse_88.png,louse,23,27.38,31524,62.87332639811832,32089
mountain_83.png,mountain,24,17.29,11880,39.411463811583154,22453
yellow_33.png,yellow,46,104.87,46766,81.87092887232113,21593
full_47.png,full,14,16.71,22344,60.89779451671059,21706
brown_98.png,brown,5,36.06,34037,51.28591352035453,18734
I_36.png,I,0,4.97,12321,85.98575105184938,37116
mountain_67.png,mountain,24,43.09,29980,52.96834434822462,26092
full_92.png,full,14,87.61,81550,65.5214020620489,38760
die_87.png,die,7,69.01,16281,47.67887316683497,24077
blue_32.png,blue,3,69.81,54574,45.665105912253,24822
purple_82.png,purple,34,65.02,31538,40.66364206772707,18639
blood_63.png,blood,2,0.77,1862,101.10987660030491,39874
louse_94.png,louse,23,47.31,29593,54.14837000390229,22543
brown_4.png,brown,5,35.76,31088,49.3430585086947,21123
louse_72.png,louse,23,19.33,17615,28.862317326587224,14564
ear_71.png,ear,10,1.17,805,56.7904610806045,12095
person_90.png,person,32,53.37,18210,43.32785611506503,13213
fish_31.png,fish,13,61.05,45902,38.95493331186979,17448
leaf_34.png,leaf,21,102.06,34542,33.363088583285766,23459
black_55.png,black,1,21.34,25126,70.61272102717123,24183
blood_82.png,blood,2,25.09,6576,72.63656166224051,17231
mountain_47.png,mountain,24,34.5,32982,64.24318515275942,32720
new_10.png,new,26,25.01,34524,54.07001766613977,21003
drink_60.png,drink,9,69.57,23903,30.03771807252416,12417
star_53.png,star,37,63.2,21834,25.54861161698287,17629
brown_88.png,brown,5,16.82,2172,48.00523146932613,4871
star_16.png,star,37,25.76,16991,38.20123565125661,22701
knee_99.png,knee,20,29.66,22084,40.540588735258375,15707
yellow_65.png,yellow,46,112.66,29832,88.77220987267857,18791
path_60.png,path,31,53.73,71048,60.87808759293719,32709
ear_55.png,ear,10,26.43,17190,49.96003055450712,10823
come_62.png,come,6,44.55,72175,67.91168076565818,32087
fire_28.png,fire,12,82.86,46854,67.04350705092759,21034
blue_30.png,blue,3,88.17,46969,39.90874970185651,22496
sun_88.png,sun,39,147.47,53631,80.90282797141104,35272
bone_67.png,bone,4,24.56,13626,85.79518270993417,14743
green_96.png,green,15,54.53,44043,27.43699531024345,31654
yellow_22.png,yellow,46,91.12,50230,66.61787600990432,27036
orange_88.png,orange,30,79.73,25830,38.73955814349952,13622
I_15.png,I,0,24.51,20636,26.342821186964677,18018
tooth_92.png,tooth,40,94.23,26942,53.78953145732006,14458
fire_11.png,fire,12,31.34,10323,87.78787345666447,15995
hear_90.png,hear,18,1.0,1264,75.41353243447625,29097
you_2.png,you,47,12.48,15347,65.94147644018226,19794
drink_53.png,drink,9,62.9,20021,38.60595187731524,11124
fish_75.png,fish,13,106.12,63180,39.48156839572794,27421
we_83.png,we,44,25.48,32279,70.96687581460665,25818
stone_57.png,stone,38,4.9,6137,57.16545188210973,17119
dog_10.png,dog,8,8.72,11277,49.39859563513876,16872
pink_8.png,pink,33,69.09,35698,46.80980128966345,17043
tooth_57.png,tooth,40,49.49,37927,62.59959343541703,12009
brown_48.png,brown,5,22.3,9283,31.564759912608512,26383
one_95.png,one,29,14.44,27455,42.22268821116977,24985
see_60.png,see,36,3.5,4250,65.58801308615398,21477
green_47.png,green,15,65.59,51162,52.40136311204128,20509
full_12.png,full,14,33.63,41610,49.15214818296349,23517
ear_35.png,ear,10,27.48,11795,28.105700771035536,14782
pink_14.png,pink,33,39.29,20536,51.94087777416375,16093
night_0.png,night,27,52.62,61930,41.505467259667526,32411
mountain_58.png,mountain,24,38.35,31025,40.008690415389054,23975
tree_87.png,tree,41,53.99,50896,65.43059846800263,25170
black_1.png,black,1,11.32,18371,83.10036375178815,18630
drink_42.png,drink,9,26.27,12579,38.32913459922885,10189
hand_30.png,hand,17,35.92,24237,64.57217873257113,12662
come_0.png,come,6,6.07,5472,68.47112262263883,18983
water_18.png,water,43,53.86,65923,56.18377017307677,30361
person_7.png,person,32,29.9,21918,41.05352553055313,17652
brown_9.png,brown,5,31.45,17446,57.33080481388068,16092
tooth_13.png,tooth,40,1.37,1123,60.12399052505817,11814
drink_22.png,drink,9,58.92,24338,41.39034733804877,16347
star_32.png,star,37,0.83,1492,101.57670874535056,32551
blue_18.png,blue,3,46.04,35809,48.55099098913087,16758
full_76.png,full,14,23.78,47771,44.70860235773673,25084
come_43.png,come,6,74.39,48546,66.74898675552228,24402
tooth_12.png,tooth,40,21.74,18003,48.75913616571428,8665
tree_94.png,tree,41,37.99,46479,78.8986505837257,32134
blood_51.png,blood,2,56.46,17172,60.45817856365722,17471
red_21.png,red,35,69.05,26549,36.560048986405846,14966
eye_2.png,eye,11,1.31,661,73.28533294214715,13062
tooth_82.png,tooth,40,35.82,21091,63.37911439301176,11280
star_98.png,star,37,10.59,7100,63.53389007589416,22560
fish_93.png,fish,13,18.79,27189,80.7926948148886,23322
person_45.png,person,32,51.56,58444,51.19196647174555,21621
stone_44.png,stone,38,10.27,8028,45.24032962320972,18602
hear_39.png,hear,18,40.73,22348,39.072070754969694,13746
blood_32.png,blood,2,120.37,28461,32.68131490622738,16995
horn_39.png,horn,19,8.53,6056,52.57462381725429,17544
new_96.png,new,26,58.53,44750,59.597925102435866,20882
night_95.png,night,27,59.07,34450,45.15713894677967,20819
bone_16.png,bone,4,14.27,6587,48.818102509030616,16512
tree_88.png,tree,41,45.69,50493,51.540663891708114,29972
person_59.png,person,32,21.95,20922,50.79605914381645,13665
ear_1.png,ear,10,0.93,1165,46.04886886431457,14285
eye_77.png,eye,11,37.68,32066,62.275113145492966,16050
fire_8.png,fire,12,59.27,21626,28.692528507401097,11863
eye_83.png,eye,11,0.83,863,68.37590628453115,16078
person_5.png,person,32,110.17,78609,51.6832511957485,25436
black_49.png,black,1,25.61,38116,58.0330578014222,23439
dog_62.png,dog,8,24.76,37962,51.207886226196266,26580
I_82.png,I,0,44.57,60416,59.17031047251924,24728
nose_26.png,nose,28,0.83,783,62.55592515637409,14507
eye_44.png,eye,11,33.58,7767,63.79181865689709,18676
red_99.png,red,35,78.09,37696,37.75724437967068,17022
two_63.png,two,42,55.92,67371,67.55307136202865,25023
person_43.png,person,32,7.35,3987,50.91070746025054,14363
one_32.png,one,29,18.58,14332,53.31473838544108,27959
fish_97.png,fish,13,31.72,41371,48.83775191816518,24575
leaf_50.png,leaf,21,39.59,17090,43.535238339974605,12886
night_11.png,night,27,42.82,34010,81.66785801295134,30751
blood_16.png,blood,2,1.41,1634,91.88273489463836,32537
bone_41.png,bone,4,21.09,25776,84.05748768138122,21950
I_25.png,I,0,28.73,34430,55.69431341007029,21532
hand_72.png,hand,17,31.99,27650,61.13947510696696,14485
drink_43.png,drink,9,83.26,26376,39.09697356345004,19946
white_85.png,white,45,18.59,31951,78.26404845120281,23205
fish_66.png,fish,13,71.36,68501,47.01778899404347,34195
tooth_90.png,tooth,40,1.29,834,61.27148639287363,10167
bone_87.png,bone,4,23.33,12927,54.25130265045357,13739
knee_50.png,knee,20,25.31,12630,49.03210064036532,9437
name_7.png,name,25,16.07,17780,82.64513504945164,24014
tooth_1.png,tooth,40,22.95,15820,44.49186780165007,9503
yellow_8.png,yellow,46,75.83,42175,59.287812807954985,17532
come_34.png,come,6,18.44,29547,67.40117267001617,28871
horn_79.png,horn,19,47.0,44924,53.05317595456631,23359
hand_88.png,hand,17,30.4,12129,54.11546149519927,20028
night_34.png,night,27,44.06,33025,45.55035078885403,18349
fish_26.png,fish,13,85.87,72917,67.03493427904257,31371
two_61.png,two,42,47.85,30206,39.02109352720828,27830
drink_38.png,drink,9,88.09,53058,48.79982215049433,11846
red_32.png,red,35,68.3,44030,75.48838259734055,20249
sun_89.png,sun,39,35.94,27458,40.79288731311191,32245
liver_16.png,liver,22,40.65,27908,51.352404228515816,23954
die_4.png,die,7,33.16,28783,43.63748234225076,30266
louse_47.png,louse,23,45.27,24942,28.042688182760852,21367
dog_94.png,dog,8,39.63,22600,44.085334545963306,15189
name_18.png,name,25,13.03,8576,60.57026876616474,21482
bone_8.png,bone,4,0.67,1030,25.560107320238284,10972
black_47.png,black,1,1.5,1644,64.5058434847075,43133
pink_0.png,pink,33,60.75,31553,67.44917361310105,16260
liver_49.png,liver,22,38.31,22439,32.996341787580626,20064
leaf_56.png,leaf,21,76.33,41423,50.92249342981941,14596
yellow_81.png,yellow,46,114.2,37206,77.43188050882426,19547
new_37.png,new,26,36.84,38770,52.44729906823105,26391
blood_91.png,blood,2,50.5,23820,60.42787567241618,22616
tooth_3.png,tooth,40,33.2,13340,33.57420548226617,5768
drink_20.png,drink,9,71.16,28555,55.33531665950132,10271
louse_77.png,louse,23,26.55,21401,38.61323898880944,23109
drink_62.png,drink,9,39.74,52632,72.40139848851908,23169
water_58.png,water,43,21.45,31108,49.64930857539026,25567
one_49.png,one,29,64.61,65241,49.79463569109394,24553
I_2.png,I,0,1.04,891,73.10518620601532,16378
knee_63.png,knee,20,36.95,24081,63.57203741600722,20768
name_73.png,name,25,28.79,18887,55.4086388767387,17682
orange_77.png,orange,30,62.24,24888,39.75977274947943,23261
star_39.png,star,37,12.32,3947,53.66921992157718,14552
name_92.png,name,25,79.04,19811,59.58237265417608,20661
pink_19.png,pink,33,58.71,42629,54.30169596564692,18410
louse_0.png,louse,23,18.89,19900,32.05664150611162,18531
fire_37.png,fire,12,50.75,13027,48.17734868658855,9607
fish_51.png,fish,13,100.66,80229,63.03643073203829,30322
pink_78.png,pink,33,75.01,57988,63.055530947581104,24254
we_25.png,we,44,31.72,45474,64.78877471176413,26769
name_58.png,name,25,28.56,20931,51.94134368783363,21311
I_69.png,I,0,12.41,10171,38.98294169533296,17405
star_88.png,star,37,56.06,25968,39.88324404651132,16288
blue_56.png,blue,3,75.28,53211,76.46111806479418,44091
full_69.png,full,14,69.85,73537,76.11571542455913,46114
stone_80.png,stone,38,8.84,12387,45.882352098467855,28047
dog_59.png,dog,8,23.9,34207,64.14157856040895,19789
we_15.png,we,44,55.08,51536,58.9404825728704,19515
louse_78.png,louse,23,23.97,27893,48.85092282436534,23326
person_14.png,person,32,60.99,78156,53.81158714196836,38233
hand_49.png,hand,17,26.49,14324,18.17648467293815,6494
name_87.png,name,25,10.54,8113,24.1760279640396,12165
knee_78.png,knee,20,24.52,14492,35.24890361755951,10772
bone_23.png,bone,4,15.07,17145,67.02921725800061,20600
star_24.png,star,37,77.59,18791,30.20205231067364,7069
nose_5.png,nose,28,17.53,11000,48.309658145890864,14506
hand_26.png,hand,17,0.74,814,73.95149116134537,17817
purple_68.png,purple,34,69.44,21269,46.2310421287579,17610
you_9.png,you,47,36.24,44053,63.90447696306448,23150
star_59.png,star,37,1.38,845,80.99210919723087,12834
stone_60.png,stone,38,13.88,7590,25.410867506967698,17358
hear_21.png,hear,18,0.43,759,56.50546493827165,17993
sun_67.png,sun,39,39.86,32782,89.52086812331787,33226
mountain_70.png,mountain,24,20.77,28411,51.76170929614994,20029
one_71.png,one,29,24.57,30333,40.653946167598846,22412
star_84.png,star,37,43.01,8047,72.93880335075426,12769
new_90.png,new,26,58.69,53959,67.13342117753272,29545
nose_76.png,nose,28,23.83,9089,33.91729161758201,6210
new_67.png,new,26,60.8,58973,68.71881889684698,29833
orange_92.png,orange,30,92.77,41869,49.46330932900332,19445
fire_1.png,fire,12,61.51,49013,47.580839210071645,18608
fire_22.png,fire,12,47.19,28698,34.752181315374536,11481
eye_33.png,eye,11,1.21,803,81.49637672992993,17235
fire_93.png,fire,12,53.32,13941,26.535362951294143,7143
ear_41.png,ear,10,47.47,36459,61.90799983485551,18450
yellow_2.png,yellow,46,82.98,33232,52.84485296064413,15113
I_13.png,I,0,20.07,30838,50.01183812362409,23767
stone_54.png,stone,38,16.13,22915,62.23043115161229,26494
night_98.png,night,27,79.72,47742,75.03630642214738,26763
grey_88.png,grey,16,1.24,341,6.392715108525128,11889
liver_66.png,liver,22,73.14,56098,56.025678202713,24126
brown_50.png,brown,5,19.81,9558,35.00360210365481,24370
die_13.png,die,7,1.12,1457,83.14639501765605,30908
yellow_99.png,yellow,46,94.33,34463,80.38707996548733,17532
tooth_66.png,tooth,40,2.78,2384,75.61764141471188,19000
water_57.png,water,43,19.73,31834,37.19059994495324,21919
knee_3.png,knee,20,17.42,13333,24.81832807523256,13717
leaf_94.png,leaf,21,75.09,49567,65.16532162764521,23027
person_22.png,person,32,32.47,30813,49.0847232574064,12578
ear_37.png,ear,10,56.25,41129,70.21171110362405,19614
you_29.png,you,47,56.06,47220,61.05897158786559,24973
knee_54.png,knee,20,13.97,8414,61.3368196536686,9116
leaf_43.png,leaf,21,64.01,37843,38.91787647350396,24961
tooth_80.png,tooth,40,0.36,451,38.21035579253967,5989
red_30.png,red,35,88.42,24401,61.98295463467615,16403
see_42.png,see,36,20.86,29950,63.61400121971752,25387
one_34.png,one,29,1.65,1259,47.47006765928698,25039
you_87.png,you,47,23.8,24468,69.69121781517984,22692
new_71.png,new,26,30.14,26363,49.75742552964108,23578
eye_28.png,eye,11,31.34,39090,83.84762644383376,25589
dog_9.png,dog,8,1.41,899,63.66311247817504,19069
new_56.png,new,26,28.15,31860,45.14868340519158,18470
leaf_35.png,leaf,21,105.53,38623,39.51404136678255,23926
mountain_91.png,mountain,24,14.34,10235,29.324172335464134,10670
leaf_97.png,leaf,21,33.05,19891,39.88467415736135,23651
drink_81.png,drink,9,96.25,35255,48.96063205994317,16907
water_21.png,water,43,19.66,41886,47.90784691755028,31086
horn_87.png,horn,19,40.55,28156,27.11990281365512,13021
white_62.png,white,45,9.15,5017,37.603563407970846,9232
knee_11.png,knee,20,34.17,24494,55.24538499778584,16342
hear_41.png,hear,18,39.96,31018,42.20125960940321,20653
you_75.png,you,47,33.1,41482,43.91222302983645,27081
tree_25.png,tree,41,22.49,28418,65.67863959512668,27787
water_91.png,water,43,35.42,26642,51.222135951163786,13295
name_31.png,name,25,15.12,11442,62.74870089205034,27201
blue_24.png,blue,3,43.3,32937,57.66838195033953,16467
stone_79.png,stone,38,14.22,21704,69.5221192356233,22362
knee_44.png,knee,20,14.36,9819,27.56108474561663,13283
horn_53.png,horn,19,64.62,12237,56.62149802798589,17041
knee_66.png,knee,20,23.97,14197,57.632415781774526,16887
dog_54.png,dog,8,38.15,27625,42.71232539392948,22812
pink_96.png,pink,33,96.27,54957,54.82149554077564,18379
come_56.png,come,6,46.29,22977,35.39272807523156,18516
you_96.png,you,47,1.42,1795,74.70790387081038,33476
leaf_65.png,leaf,21,73.81,40272,37.87145589758161,17711
I_80.png,I,0,39.32,34238,51.31480074520291,24372
blood_17.png,blood,2,69.26,31442,79.42959418736744,23448
two_50.png,two,42,19.08,49357,62.91030447535681,25198
nose_22.png,nose,28,41.43,53422,59.35236157540536,15743
stone_53.png,stone,38,5.47,6631,43.3188614748633,20412
blue_19.png,blue,3,60.89,57172,78.19713521888127,24128
dog_30.png,dog,8,30.77,18185,46.16040745692683,13182
stone_38.png,stone,38,12.25,17882,60.9078632451377,23258
dog_64.png,dog,8,24.73,34487,55.18755838829176,20930
pink_16.png,pink,33,66.33,27778,35.387049974184514,17753
blood_44.png,blood,2,91.51,35346,85.70461667268702,21958
pink_80.png,pink,33,28.6,10292,42.18307426240594,14717
see_12.png,see,36,29.23,45098,61.26672335325532,36838
come_42.png,come,6,46.54,32159,49.32209385735718,16651
two_66.png,two,42,24.28,15848,31.281922216837103,22175
sun_52.png,sun,39,81.06,59728,53.68017470078378,28173
yellow_26.png,yellow,46,97.27,37431,70.85764259119986,19491
louse_83.png,louse,23,30.5,23092,42.3563869194948,14889
louse_97.png,louse,23,37.49,49957,49.11408294014792,28018
two_41.png,two,42,40.57,58310,49.47601523515719,26957
come_13.png,come,6,2.23,1499,43.06147685791864,23469
fire_4.png,fire,12,62.86,33974,53.26107803228346,15410
water_23.png,water,43,22.7,35262,65.96720443816416,24362
we_48.png,we,44,60.47,46418,81.84101327159254,32379
new_18.png,new,26,12.16,11135,41.33399342740388,15066
I_23.png,I,0,17.69,11014,42.796886589979366,19524
white_10.png,white,45,21.87,15982,71.4119777777432,19778
black_81.png,black,1,7.46,10422,90.94612420877552,21953
two_13.png,two,42,44.95,23731,47.22095859749327,12077
dog_29.png,dog,8,28.15,27459,46.52851034259652,13817
come_48.png,come,6,22.68,28194,52.63557794934648,18218
blood_72.png,blood,2,31.17,18942,85.65436290787282,26621
see_46.png,see,36,38.06,55589,67.33359664944388,22565
horn_92.png,horn,19,28.51,18057,45.07181052984664,9514
see_53.png,see,36,37.65,37657,48.98670582794458,12190
see_93.png,see,36,32.41,46126,50.20007056531364,25050
see_67.png,see,36,86.81,65542,60.11047242632971,29139
bone_93.png,bone,4,13.73,7717,38.973168863295086,10307
white_4.png,white,45,12.97,15345,47.47733705252316,13046
yellow_94.png,yellow,46,83.59,34855,49.79020845074256,27293
drink_99.png,drink,9,30.87,41131,57.09759701933368,16595
drink_49.png,drink,9,36.68,10414,25.02276206656651,10506
